361;11249;20190101;20190113;20190108;SO51247;2294,99;1;2294,99;1251,9813
477;11249;20190101;20190113;20190108;SO51247;4,99;1;4,99;1,8663
478;11249;20190101;20190113;20190108;SO51247;9,99;1;9,99;3,7363
378;12307;20190101;20190113;20190108;SO51248;2443,35;1;2443,35;1554,9479
353;11334;20190101;20190113;20190108;SO51249;2319,99;1;2319,99;1265,6195
478;11334;20190101;20190113;20190108;SO51249;9,99;1;9,99;3,7363
477;11334;20190101;20190113;20190108;SO51249;4,99;1;4,99;1,8663
376;19360;20190101;20190113;20190108;SO51250;2443,35;1;2443,35;1554,9479
479;19360;20190101;20190113;20190108;SO51250;8,99;1;8,99;3,3623
477;19360;20190101;20190113;20190108;SO51250;4,99;1;4,99;1,8663
489;19360;20190101;20190113;20190108;SO51250;53,99;1;53,99;41,5723
374;11433;20190101;20190113;20190108;SO51251;2443,35;1;2443,35;1554,9479
592;15551;20190101;20190113;20190108;SO51252;564,99;1;564,99;308,2179
535;15551;20190101;20190113;20190108;SO51252;24,99;1;24,99;9,3463
480;15551;20190101;20190113;20190108;SO51252;2,29;1;2,29;0,8565
378;22785;20190101;20190113;20190108;SO51253;2443,35;1;2443,35;1554,9479
484;22785;20190101;20190113;20190108;SO51253;7,95;1;7,95;2,9733
372;20180;20190101;20190113;20190108;SO51254;2443,35;1;2443,35;1554,9479
529;20180;20190101;20190113;20190108;SO51254;3,99;1;3,99;1,4923
540;20180;20190101;20190113;20190108;SO51254;32,60;1;32,60;12,1924
484;20180;20190101;20190113;20190108;SO51254;7,95;1;7,95;2,9733
386;23105;20190101;20190113;20190108;SO51255;1120,49;1;1120,49;713,0798
217;23105;20190101;20190113;20190108;SO51255;34,99;1;34,99;13,0863
463;23105;20190101;20190113;20190108;SO51255;24,49;1;24,49;9,1593
363;11017;20190101;20190113;20190108;SO51256;2294,99;1;2294,99;1251,9813
485;11017;20190101;20190113;20190108;SO51256;21,98;1;21,98;8,2205
382;19167;20190101;20190113;20190108;SO51257;1120,49;1;1120,49;713,0798
386;18544;20190101;20190113;20190108;SO51258;1120,49;1;1120,49;713,0798
214;18544;20190101;20190113;20190108;SO51258;34,99;1;34,99;13,0863
573;11433;20190101;20190113;20190108;SO51259;2384,07;1;2384,07;1481,9379
479;11433;20190101;20190113;20190108;SO51259;8,99;1;8,99;3,3623
477;11433;20190101;20190113;20190108;SO51259;4,99;1;4,99;1,8663
214;11433;20190101;20190113;20190108;SO51259;34,99;1;34,99;13,0863
225;11433;20190101;20190113;20190108;SO51259;8,99;1;8,99;6,9223
575;25618;20190101;20190113;20190108;SO51260;2384,07;1;2384,07;1481,9379
479;25618;20190101;20190113;20190108;SO51260;8,99;1;8,99;3,3623
477;25618;20190101;20190113;20190108;SO51260;4,99;1;4,99;1,8663
578;12271;20190101;20190113;20190108;SO51261;1214,85;1;1214,85;755,1508
488;12271;20190101;20190113;20190108;SO51261;53,99;1;53,99;41,5723
359;11340;20190102;20190114;20190109;SO51262;2294,99;1;2294,99;1251,9813
478;11340;20190102;20190114;20190109;SO51262;9,99;1;9,99;3,7363
477;11340;20190102;20190114;20190109;SO51262;4,99;1;4,99;1,8663
491;11340;20190102;20190114;20190109;SO51262;53,99;1;53,99;41,5723
588;21534;20190102;20190114;20190109;SO51263;769,49;1;769,49;419,7784
528;21534;20190102;20190114;20190109;SO51263;4,99;1;4,99;1,8663
536;21534;20190102;20190114;20190109;SO51263;29,99;1;29,99;11,2163
217;21534;20190102;20190114;20190109;SO51263;34,99;1;34,99;13,0863
361;11282;20190102;20190114;20190109;SO51264;2294,99;1;2294,99;1251,9813
528;11282;20190102;20190114;20190109;SO51264;4,99;1;4,99;1,8663
537;11282;20190102;20190114;20190109;SO51264;35,00;1;35,00;13,09
485;11282;20190102;20190114;20190109;SO51264;21,98;1;21,98;8,2205
473;11282;20190102;20190114;20190109;SO51264;63,50;1;63,50;23,749
363;11264;20190102;20190114;20190109;SO51265;2294,99;1;2294,99;1251,9813
485;11264;20190102;20190114;20190109;SO51265;21,98;1;21,98;8,2205
228;11264;20190102;20190114;20190109;SO51265;49,99;1;49,99;38,4923
225;11264;20190102;20190114;20190109;SO51265;8,99;1;8,99;6,9223
